company_name,slug,website,phone,city,region,services,emergency_service,brands_supported,notes,source_urls,tsbc_verified,tsbc_fsr_license,tsbc_gas_license,tsbc_electrical_license,tsbc_license_status,tsbc_enforcement_actions,tsbc_last_verified,ems_certified,strata_approved,cold_climate_pro
Acorn Service Group,acorn-service-group,https://acornheat.com,+1-604-948-9949,Delta,Lower Mainland,"heat_pumps, hybrid, boilers",unknown,,"Service area: Delta, Ladner, Tsawwassen, North Delta, Surrey, Richmond, White Rock. Since 1999; BBB Accredited; Ladner and Tsawwassen specialist; boiler + ductless heat pump + tankless + combi boiler + gas fireplace; rebates up to $5000; 24/7; Delta Delta Chamber member",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Neighbourhood Plumbing & Heating,neighbourhood-plumbing-heating,https://neighbourhoodplumber.com,+1-604-946-7778,Delta,Lower Mainland,"heat_pumps, hybrid, boilers",unknown,,"Service area: Delta, Ladner, Tsawwassen, South Delta. BBB A+; twice voted Best Plumbing & Heating in Delta Optimist People's Choice Awards; Red Seal certified owner Kirby Reid; family-owned since 2013; Delta Chamber + Ladner Business Association member; South Delta community focus",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
PJB Mechanical,pjb-mechanical,https://pjbmechanical.com,+1-604-940-2268,Delta,Lower Mainland,"heat_pumps, hybrid, boilers",unknown,,"Service area: Delta, Richmond, Surrey, Vancouver, New Westminster, Lower Mainland. Since 1996; BBB Accredited; full-service plumbing + heating + cooling + gas + electrical + drainage; residential + commercial; sustainable/green plumbing focus; licensed technicians",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Sierra Mechanical Limited,sierra-mechanical-limited,https://sierramechanical.ca,+1-604-943-1234,Richmond,Lower Mainland,"heat_pumps, hybrid",unknown,,"Service area: Delta, Tsawwassen, Ladner, North Delta, Richmond, Vancouver, New Westminster, South Surrey, White Rock. Locally owned since 1998; TSBC Licence #LGA0005684; plumbing + heating + AC + gas fitting + backflow testing; Mon-Sat 7:30AM-8:30PM; Delta + Richmond primary coverage",,TRUE,,LGA0005684,,active,0,2026-02-21,FALSE,FALSE,FALSE
Fairy Stone Heating and Air Conditioning Inc.,fairy-stone-heating-and-air-conditioning-inc,https://fairystone.ca,,New Westminster,Lower Mainland,"heat_pumps, hybrid, boilers",unknown,,"Service area: New Westminster, Vancouver, North Vancouver, Burnaby, Lower Mainland. BBB listed; family-run business based in New Westminster since 2023; licensed bonded insured; heat pump + ductless AC + furnace + boiler + hot water; CAUTION: phone not publicly listed — contact via website",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Eaton's Heating & Air Conditioning,eatons-heating-air-conditioning,https://eatonshomecare.com,+1-604-771-2024,Coquitlam,Lower Mainland,"heat_pumps, hybrid, boilers",unknown,,"Service area: New Westminster, Coquitlam, Vancouver, Burnaby, Richmond, North Vancouver, West Vancouver, Surrey, Langley, Delta, Port Moody, Maple Ridge, Port Coquitlam. 20+ years experience; BCIT-trained technicians; FortisBC Trade Ally; CleanBC Better Homes partner; BBB Accredited; Bradford White dealer; same-day emergency; New Westminster dedicated service page",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Milani Plumbing Heating & Air Conditioning,milani-plumbing-heating-air-conditioning,https://milani.ca,+1-604-430-2603,Burnaby,Lower Mainland,"heat_pumps, hybrid, boilers",unknown,Daikin,"Service area: New Westminster, Burnaby, Vancouver, North Vancouver, Richmond, Delta, Lower Mainland. Since 1956; largest full-service plumbing + HVAC company in Greater Vancouver; 100+ vehicle fleet; BBB Accredited; Master Group Daikin dealer; 24/7 emergency; residential + commercial + strata",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Thomson Industries,thomson-industries,https://thomsonindustries.ca,+1-604-335-2019,Surrey,Lower Mainland,"heat_pumps, hybrid",unknown,,"Service area: New Westminster, Surrey, Vancouver, Port Coquitlam, West Vancouver, Mission, Lower Mainland. Since 1996; 4.7/5 Google rating; 24/7 365 days no extra charge; up to $6000 rebates offered; furnace + heat pump + AC + ductless + duct cleaning + plumbing + electrical; two locations Surrey + Port Coquitlam",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Coastal Heat Pumps,coastal-heat-pumps,https://coastalheatpumps.com,+1-250-656-6868,Victoria,Vancouver Island,heat_pumps,unknown,"Samsung, Fujitsu, Carrier","Service area: Victoria, Sidney, Saanich, Langford, Colwood, Ladysmith, Gulf Islands. BBB Accredited since 2014; Samsung HVAC Preferred Plus Dealer; ductless packages from $4500; rebates up to $11000; Greater Victoria to Ladysmith; 21 years in business; Mon-Fri 8AM-4:30PM",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Accutemp Refrigeration Air Conditioning & Heating Ltd.,accutemp-refrigeration-air-conditioning-heating-ltd,https://accutemp.ca,+1-250-475-2665,Victoria,Vancouver Island,"heat_pumps, hybrid",unknown,"Samsung, Mitsubishi, Fujitsu, Daikin, York","Service area: Victoria, Saanich, Langford, Oak Bay, Duncan, South Vancouver Island. 40+ years serving Greater Victoria to Duncan; Master Group Daikin dealer; residential + commercial; 24/7 emergency; CleanBC rebate paperwork handled; 7 days/week emergency repairs",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
South Island Mechanical Ltd.,south-island-mechanical-ltd,https://southislandmechanical.ca,+1-250-589-8929,Victoria,Vancouver Island,"heat_pumps, air_to_water",unknown,,"Service area: Victoria, Langford, Saanich, Sidney, Sooke, Duncan, Ladysmith, Nanaimo, Port Alberni, Courtenay, Campbell River, Gulf Islands. 20+ years HVAC/R experience; all brands and types including air-to-water hydronic systems; residential + commercial + light industrial + marine; BBB listed; widest Island coverage",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Pacific Heat Pumps,pacific-heat-pumps,https://pacificheatpumps.ca,+1-250-655-4348,Sidney,Vancouver Island,heat_pumps,unknown,Carrier,"Service area: Greater Victoria, Sidney, Gulf Islands, Saanich Peninsula. Carrier Authorized Dealer; 300+ 5-star reviews; showroom in Sidney; Generac standby generators + Level 2 EV chargers + 200-amp panel upgrades; BBB listed; Victoria Chamber member; free consultations",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
West Bay Mechanical Ltd.,west-bay-mechanical-ltd,https://westbaymechanical.com,+1-250-478-8532,Victoria,Vancouver Island,"heat_pumps, hybrid, boilers",unknown,Lennox,"Service area: Victoria, Langford, Colwood, Esquimalt, View Royal, Duncan, South Vancouver Island. 35+ years; Lennox Authorized Dealer; plumbing + electrical + mechanical combined; residential + commercial; showroom at 1740 Island Highway; 24/7 emergency; BBB A+",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Dupuis Energy Inc.,dupuis-energy-inc,https://dupuis.energy,+1-250-858-6743,Victoria,Vancouver Island,"heat_pumps, hybrid",unknown,,"Service area: Victoria, Sidney, Sooke, Saanich, Langford, South Vancouver Island. Class A Gas Fitter (Technical Safety BC); fully licensed and insured; Sidney to Sooke coverage; heat pump + furnace + ductless AC; 24/7 emergency; BBB listed; owner-operated",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Victoria Furnace Services,victoria-furnace-services,https://victoriafurnaceservices.com,+1-778-400-7148,Victoria,Vancouver Island,"heat_pumps, hybrid",unknown,Lennox,"Service area: Victoria, Saanich, Langford, Esquimalt, Capital Regional District. Lennox dealer; heat pump + gas furnace + electric furnace + duct cleaning; CRD coverage; CAUTION: no physical address confirmed in public listings — verify independently",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Sasquatch Heat Pumps Ltd.,sasquatch-heat-pumps-ltd,https://sasquatchheatpumps.com,+1-236-361-8293,Sooke,Vancouver Island,heat_pumps,unknown,Carrier,"Service area: Sooke, Victoria, Langford, Colwood, View Royal, Western Communities, South Vancouver Island. Carrier Authorized Dealer; BBB Accredited; BC Green Business certified; plants 50 trees per HVAC install; ducted + ductless + residential electrical; flat-rate pricing; 24/7",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
ServiceXCEL Heating & Cooling,servicexcel-heating-cooling,https://servicexcel.ca,+1-250-760-0898,Nanaimo,Vancouver Island,"heat_pumps, hybrid",unknown,Daikin,"Service area: Nanaimo, Parksville, Qualicum, Ladysmith, Courtenay, Coastal Islands, Central Vancouver Island. BBB A+; 3x BBB Torch Award winner; 500+ 5-star reviews; Daikin ducted + ductless + hybrid; ERV/HRV; CleanBC rebate guidance; Nanaimo Chamber member; Mon-Fri 8AM-5PM",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Bryans Mechanical Ltd.,bryans-mechanical-ltd,https://bryansmechanical.com,+1-250-758-0738,Nanaimo,Vancouver Island,"heat_pumps, hybrid, boilers",unknown,"Daikin, Bryant, Napoleon, Navien","Service area: Nanaimo, Comox Valley, Central Vancouver Island. Family owned since 1993; Daikin Comfort Pro + Bryant Authorized Dealer; ductless + ducted heat pumps; Norlake commercial refrigeration; BBB listed; satisfaction guaranteed",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Lone Wolf HVAC Ltd.,lone-wolf-hvac-ltd,https://lonewolfhvac.ca,+1-250-739-6030,Ladysmith,Vancouver Island,heat_pumps,unknown,Mitsubishi,"Service area: Nanaimo, Ladysmith, Central Vancouver Island. Red Seal journeyman on every visit; Mitsubishi specialist; detailed heat load calculations before sizing; BBB listed; TECA member; no oversized systems — precise engineering focus",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
The Comfort Group,the-comfort-group,https://comfortgroup.ca,+1-250-756-5554,Nanaimo,Vancouver Island,"heat_pumps, hybrid",unknown,Lennox,"Service area: Nanaimo, Victoria, Central Vancouver Island. Lennox dealer; Nanaimo + Victoria locations; residential + light commercial; heat pump + furnace + AC; CleanBC rebate assistance",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Norm's Plumbing Heating & Air Conditioning,norms-plumbing-heating-air-conditioning,https://normsmobile.ca,,Nanaimo,Vancouver Island,"heat_pumps, hybrid",unknown,Bryant,"Service area: Nanaimo, Parksville, Ladysmith, Central Vancouver Island. 52+ years experience; Bryant Factory Authorized Dealer; up to $1500 off qualifying installs; rebate guidance (FortisBC); local family-owned community-driven; CAUTION: phone not confirmed — verify via website",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Pope and Sons Heating Cooling & Refrigeration,pope-and-sons-heating-cooling-refrigeration,https://popeandsons.com,,Nanaimo,Vancouver Island,"heat_pumps, hybrid",unknown,Carrier,"Service area: Nanaimo, Central Vancouver Island. 40+ years experience; Carrier Factory Authorized Dealer; ductless heat pumps with independent temperature zones; residential + commercial refrigeration; CAUTION: phone not confirmed — verify via website",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Coastal Energy,coastal-energy,https://coastalenergy.ca,+1-250-591-0281,Nanaimo,Vancouver Island,"heat_pumps, hybrid",unknown,"Fujitsu, Carrier, Hitachi, Moovair","Service area: Nanaimo, Parksville, Courtenay, Campbell River, Central and North Vancouver Island. Multi-brand installer; Fujitsu + Carrier + Hitachi + Moovair; serving Central and North Island; residential + commercial; rebate assistance",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Comfort Tech Heating & Cooling,comfort-tech-heating-cooling,https://www.comforttech.ca,+1-250-258-5713,Kelowna,Interior,heat_pumps,unknown,Daikin,"Service area: Kelowna, West Kelowna, Lake Country. BBB A+ accredited 10+ years; family-owned; 24/7 emergency service; 715 Evans Court #6 Kelowna BC V1X 6G4",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Blair Mechanical Services Ltd.,blair-mechanical-services-ltd,https://www.blairmechanical.com,+1-250-491-2700,Kelowna,Interior,heat_pumps,unknown,Multiple,"Service area: Kelowna, West Kelowna, Peachland. BBB A+; family-owned since 1993; full-service: heat pumps + plumbing + electrical + EV chargers; 24/7 emergency; 1060 Leathead Rd #4 Kelowna BC V1X 2K1",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Vision Plumbing Heating Cooling,vision-plumbing-heating-cooling,https://www.visionplumbingandheating.com,+1-778-909-0818,Kelowna,Interior,heat_pumps,unknown,"Multiple, Daikin","Service area: Kelowna, Vernon, Penticton, Okanagan Valley. TSBC licence #LGA0003114; family-owned since 1986; Okanagan Valley-wide coverage; 2600 Acland Rd #8 Kelowna BC V1X 7J3",,TRUE,,LGA0003114,,active,0,2026-02-21,FALSE,FALSE,FALSE
Murray's Heating & Cooling Solutions Ltd.,murrays-heating-cooling-solutions-ltd,https://www.murrayssolutions.com,+1-250-575-8907,Kelowna,Interior,heat_pumps,unknown,Tempstar,"Service area: Kelowna, West Kelowna, Lake Country. Carrier subsidiary brand (Tempstar); established 2016; residential focus; 3350 Sexsmith Rd #3 Kelowna BC V1X 7S5",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
ACE Plumbing & Heating,ace-plumbing-heating,https://www.acekelowna.ca,+1-250-861-6696,Kelowna,Interior,heat_pumps,unknown,Carrier,"Service area: Kelowna, West Kelowna, Lake Country, Vernon. Carrier President's Award every year since 2016; 40+ years in business; 90 employees; Kelowna Chamber Large Business of the Year 2021; HPCN member; residential and commercial; 2075 Pier Mac Way Kelowna BC",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Canadian Aerothermal,canadian-aerothermal,https://www.canadianaerothermal.ca,+1-877-663-6472,Penticton,Interior,heat_pumps,unknown,"Mitsubishi, Fujitsu, Daikin","Service area: Kelowna, Penticton, Vernon, Kamloops, Chilliwack, Vancouver, Kootenays, Shuswap. HQ Penticton; listed here due to Okanagan-wide service; since 2006; 5000+ installs; Mitsubishi Elite + Fujitsu + Daikin dealer; province-wide coverage; 742 Eckhardt Ave W Penticton BC V2A 2B7",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Rapid Cool Mechanical,rapid-cool-mechanical,https://rapidcool.ca,+1-250-374-6858,Kamloops,Interior,heat_pumps,unknown,"Bryant, Carrier","Service area: Kamloops, Merritt. BBB A+ accredited; Bryant Factory Authorized Dealer + Carrier Commercial; 24/7 service; plumbing + refrigeration + HVAC; 921B Laval Crescent Kamloops BC V2C 5P4",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
KVA Mechanical Ltd.,kva-mechanical-ltd,https://www.kvamechanical.com,+1-250-554-0505,Kamloops,Interior,heat_pumps,unknown,Multiple,"Service area: Kamloops, Thompson-Nicola Region. BBB A+; family-owned since 1980; 20 combined tickets: Class A Gas, TECA, Sheet Metal, Electrical; rebates up to $6,000; 1139 12th St Unit 10 Kamloops BC V2B 7Z2",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Full Spectrum Heating and Air-Conditioning Ltd.,full-spectrum-heating-and-air-conditioning-ltd,https://fullspectrumheating.ca,+1-250-319-5938,Kamloops,Interior,heat_pumps,unknown,Carrier,Service area: Kamloops. Carrier dealer; HPCN member; FortisBC verified contractor; 20+ years experience; 24/7 emergency; 1450 Pearson Pl #200 Kamloops BC V1S 1J9,,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Kamloops Heating and Air Conditioning,kamloops-heating-and-air-conditioning,https://kamloopsheatingandairconditioning.com,+1-250-879-2777,Kamloops,Interior,heat_pumps,unknown,Multiple,"Service area: Kamloops, Clearwater, Lillooet. Since 2008; 4.8 stars 168 reviews; 10-year parts and labor warranty on new installs; 24/7; free estimates; 115-805 Notre Dame Dr Kamloops BC V2C 5N8",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Hadwin's HVAC & Gas Inc.,hadwins-hvac-gas-inc,https://hadwinshvac.ca,+1-250-574-9333,Kamloops,Interior,heat_pumps,unknown,Multiple,"Service area: Kamloops, Chase, Vernon, Merritt, Ashcroft, Salmon Arm, Sun Peaks, Clearwater, Barriere. BBB accredited; since 2011; serves 20+ BC communities; same-day parts stocked; flat-rate pricing; 24/7 live answering; 450 Lorne St Kamloops BC V2C 1W3",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Halliday Refrigeration Ltd.,halliday-refrigeration-ltd,https://www.hallidayrefrigeration.com,+1-250-376-1474,Kamloops,Interior,heat_pumps,unknown,Multiple,Service area: Kamloops. Family-owned since 1968; BBB accredited; residential and commercial refrigeration specialty; 24/7 emergency; H-2020 Falcon Rd Kamloops BC V2C 4J3,,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
KDB HVAC Inc.,kdb-hvac-inc,https://kdbhvac.ca,+1-250-572-0209,Kamloops,Interior,heat_pumps,unknown,Fujitsu,Service area: Kamloops. Fujitsu authorized dealer; Red Seal ticketed tradespeople; Kamloops Chamber member; 100% locally owned; 24/7 emergency; 340B 12 Ave Kamloops BC,,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
HVAC Strong Mechanical Ltd.,hvac-strong-mechanical-ltd,https://hvacstrong.ca,+1-778-999-5815,Prince George,Interior,heat_pumps,unknown,"Mitsubishi, GE, Continental, Tosot","Service area: Prince George, Northern BC. First HPCN accredited contractor in Northern BC; TSBC licensed; Mitsubishi dealer + sole GE dealer in PG; 5-star 124 reviews; 24/7; listed on Better Homes BC; 4780 Wood Place Prince George BC V2M 6C4",,TRUE,,,,active,0,2026-02-21,FALSE,FALSE,FALSE
Heat Tech Heating & Ventilation Ltd.,heat-tech-heating-ventilation-ltd,https://www.heattechheating.ca,+1-250-962-0041,Prince George,Interior,heat_pumps,unknown,Trane,Service area: Prince George. BBB A+; family-owned since 1998; Trane authorized dealer; 24/7/365 emergency; 123 Ruggles St Prince George BC,,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Canuck Mechanical Ltd.,canuck-mechanical-ltd,https://www.canuckmechanical.com,+1-250-564-4567,Prince George,Interior,"heat_pumps, boilers",unknown,"Amana, Goodman, Viessmann","Service area: Prince George, Central Interior BC. BBB accredited; since 1983; 40+ years; Viessmann boiler dealer; largest stocked trucks in town; 100+ years combined technician experience; 24/7 emergency; 100-1797 Lyon St S Prince George BC V2N 1T3",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Polar Refrigeration Sales & Service Ltd.,polar-refrigeration-sales-service-ltd,https://www.polarrefrig.ca,+1-250-563-6444,Prince George,Interior,heat_pumps,unknown,Lennox,"Service area: Prince George, North Central Interior BC. Lennox Premier Dealer; Lennox 20 Years of Service Award; 50+ years in business; residential and commercial; Prince George Chamber + Homebuilders Association member; 24/7 emergency; 910 3rd Ave Prince George BC V2L 3C9",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Mainline Plumbing & Heating Ltd.,mainline-plumbing-heating-ltd,https://mainlineplumbingandheating.com,+1-250-564-9808,Prince George,Interior,"heat_pumps, boilers",unknown,Multiple,"Service area: Prince George, Central Interior BC. 50+ years in business; BBB accredited; boiler + heat pump + plumbing specialty; 24/7 emergency; Northern BC Homebuilders Association member; 3658 Opie Crescent Prince George BC V2N 1C1",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Budget Choice Heating & Cooling,budget-choice-heating-cooling,https://www.budgetchoiceheating.ca,+1-250-617-9510,Prince George,Interior,heat_pumps,unknown,"York, KeepRite, Continental","Service area: Prince George, Williams Lake. BBB A+; City of Prince George business directory listed; since 2013; 24/7; serves Prince George and Williams Lake; CAUTION: no physical street address confirmed in public records",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Prince George Plumbing & Heating Ltd.,prince-george-plumbing-heating-ltd,https://pgplumbingandheating.ca,+1-250-614-3767,Prince George,Interior,heat_pumps,unknown,Multiple,Service area: Prince George. Residential and commercial; 24/7 emergency; 6716 Edelweiss Rd Prince George BC V2K 3G4,,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Complete Heating & Air Conditioning,complete-heating-air-conditioning,https://completeheating.ca,+1-604-859-1501,Abbotsford,Lower Mainland,heat_pumps,unknown,"Bryant, Lennox, Carrier","Service area: Abbotsford, Chilliwack, Mission, Langley. BBB A+; multi-brand: Bryant + Lennox + Carrier; warranty repairs all major brands; annual maintenance programs; 2350 Anora Dr Abbotsford BC V2S 5P8",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
AirVantage Heating & Cooling,airvantage-heating-cooling,https://callairvantage.ca,+1-604-200-0178,Abbotsford,Lower Mainland,heat_pumps,unknown,Multiple,"Service area: Abbotsford, Mission, Chilliwack, Langley, Maple Ridge. BBB A+; family-owned since 1962; 2000+ Google reviews; 24/7 emergency; 100% satisfaction guarantee; upfront pricing; 6A-3095 McCallum Rd Abbotsford BC V2S 7W4",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Wagner Heating & Air Ltd.,wagner-heating-air-ltd,https://wagnerheating.com,+1-604-855-9516,Abbotsford,Lower Mainland,heat_pumps,unknown,Trane,"Service area: Abbotsford, Aldergrove, Mission, Chilliwack, Langley. BC's ONLY Trane Comfort Specialist Prime Dealer; BBB accredited; family-owned; Trane extended parts and labour warranties; 24/7 emergency; 110-37459 Kilgard Rd Abbotsford BC V3G 2H6",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Luxury Climate,luxury-climate,https://www.luxuryclimate.ca,+1-604-991-4328,Agassiz,Lower Mainland,"heat_pumps, air_to_water",unknown,"Fujitsu, Mitsubishi, Daikin, American Standard","Service area: Abbotsford, Chilliwack, Mission, Hope, Fraser Valley. HQ Agassiz; Fujitsu Elite Dealer (12-year extended warranty); air-to-water cold climate heat pumps; Red Seal certified technicians; 20 years HVAC/R experience; 3-1609 Agassiz-Rosedale Hwy No 9 Agassiz BC",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Rep-Air Heating & Cooling,rep-air-heating-cooling,https://www.repairheatingandcooling.com,+1-778-728-1476,Mission,Lower Mainland,heat_pumps,unknown,Multiple,"Service area: Mission, Abbotsford, Maple Ridge, Surrey. HQ Mission; family-owned since 2017; Mission Chamber of Commerce member; licensed bonded insured; free consultations; 32929 Mission Way #4 Mission BC V2V 6E4",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
John Mulder Heating & Air Conditioning Ltd.,john-mulder-heating-air-conditioning-ltd,https://www.johnmulderheating.ca,+1-604-792-1767,Chilliwack,Lower Mainland,heat_pumps,unknown,Lennox,"Service area: Chilliwack, Abbotsford, Agassiz, Hope. Lennox Premier Dealer; serving Fraser Valley since 1984; full-service: heat pumps + boilers + furnaces + gas fitting; commercial and residential; weekend emergency on-call; 46064 Airport Rd Chilliwack BC V2P 1A5",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Chilliwack Heating Ltd. & JC Fireplaces and Spas,chilliwack-heating-ltd-jc-fireplaces-and-spas,https://www.chilliwackheating.ca,+1-604-426-0189,Chilliwack,Lower Mainland,heat_pumps,unknown,Multiple,"Service area: Chilliwack, Abbotsford, Langley, Hope, Agassiz. BBB accredited; since 1992; WETT-certified technicians; showroom (largest fireplace selection in Chilliwack); Chilliwack Chamber member; 24/7 same-day emergency; 8915 Young Rd Chilliwack BC V2P 4P7",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Neels Heating & Supplies Ltd.,neels-heating-supplies-ltd,https://www.neelsheating.com,+1-604-792-1951,Chilliwack,Lower Mainland,heat_pumps,unknown,Multiple,"Service area: Chilliwack, Fraser Valley. Incorporated 1974; 50+ years serving Fraser Valley; licensed and apprentice HVAC technicians; Chilliwack Chamber member; 19-8465 Harvard Place Chilliwack BC V2P 7Z5",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
High Standard Heating & Cooling Corporation,high-standard-heating-cooling-corporation,https://highstandardhvac.ca,+1-604-799-5377,Chilliwack,Lower Mainland,heat_pumps,unknown,Multiple,"Service area: Chilliwack, Mission, Agassiz, Hope, Harrison Hot Springs. BBB accredited; Chilliwack Chamber member; residential and commercial; 24/7 emergency; gas installation and piping; 201-45831 Hocking Ave Chilliwack BC V2P 1B5",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Chill-Air Conditioning (2014) Ltd.,chill-air-conditioning-2014-ltd,https://www.chill-air.com,+1-604-792-6783,Chilliwack,Lower Mainland,heat_pumps,unknown,Multiple,"Service area: Chilliwack, Abbotsford, Fraser Valley. Since 1989; commercial and residential refrigeration specialty; 100+ years combined experience; Chilliwack Chamber member; 24/7 on-call technicians; 44125 Yale Rd W Chilliwack BC V2R 3Z9",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
RPR Heating & Air Conditioning,rpr-heating-air-conditioning,https://www.rprheating.com,+1-250-492-3677,Penticton,Interior,heat_pumps,unknown,Daikin,"Service area: Penticton, South Okanagan, Similkameen. HPCN member; since 1979; TSBC licence LGA0205242; Daikin Master Group dealer; geothermal capability; ductless + ducted + fan coils + sheet metal; commercial and residential; 154 Ellis St Penticton BC V2A 4L5",,TRUE,,LGA0205242,,active,0,2026-02-21,FALSE,FALSE,FALSE
All Valley Heat Pumps & AC,all-valley-heat-pumps-ac,https://www.allvalleyheatpumps.com,+1-250-493-4822,Penticton,Interior,heat_pumps,unknown,Daikin,"Service area: Penticton, Summerland, Osoyoos. Owner-operated; Red Seal Refrigeration Mechanic; TECA certified; FortisBC Trade Ally; TSBC LEL0201557 + LGA0102887; Daikin dealer; 354 Scott Ave Penticton BC V2A 2J8",,TRUE,,LGA0102887,LEL0201557,active,0,2026-02-21,FALSE,FALSE,FALSE
Fehling's Sheet Metal Ltd.,fehlings-sheet-metal-ltd,https://www.fehlingssheetmetal.com,+1-250-492-8076,Penticton,Interior,heat_pumps,unknown,York,"Service area: Penticton, South Okanagan. Family-owned since 1984; York Certified Comfort Expert (CCE); FortisBC Trade Ally; TSBC LGA0003043; Red Seal journeyman technicians; 24/7 emergency; CHBA South Okanagan member; 560 Okanagan Ave E Penticton BC V2A 3K5",,TRUE,,LGA0003043,,active,0,2026-02-21,FALSE,FALSE,FALSE
Valleywide Climate Solutions Ltd.,valleywide-climate-solutions-ltd,https://valleywideltd.ca,+1-250-328-2115,Kaleden,Interior,heat_pumps,unknown,Multiple,"Service area: Penticton, Kaleden, Okanagan Falls, Oliver. HQ Kaleden (rural south of Penticton); BBB A+ (not accredited); since 2015; commercial + residential; refrigeration + walk-in cooler service; 434 Hwy 97 Kaleden BC V0H 1K0",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Sarsons Mechanical Services Ltd.,sarsons-mechanical-services-ltd,https://www.sarsonsmechanical.com,+1-250-497-8858,Okanagan Falls,Interior,heat_pumps,unknown,"Daikin, Amana","Service area: Okanagan Falls, Oliver, Penticton, Summerland, Osoyoos, Keremeos, Naramata. HQ Okanagan Falls; 30+ years; full Daikin lineup including Daikin VRV (commercial VRF); Amana Lifetime Replacement Warranty; 1-year labour warranty; 1101 Main St Okanagan Falls BC V0H 1R0",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Applewood Heating & Air Conditioning Ltd.,applewood-heating-air-conditioning-ltd,https://www.applewoodheating.net,+1-250-549-4777,Vernon,Interior,heat_pumps,unknown,Lennox,"Service area: Vernon, North Okanagan. Lennox Premier Dealer; family-owned since 1997; showroom with gas/propane/wood BBQs; full-service: heat pumps + furnaces + hot water + electrical; 8-1800 Kalamalka Lake Rd Vernon BC V1T 6V3",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
Air Tech Plumbing Heating Cooling & Green Energy,air-tech-plumbing-heating-cooling-green-energy,https://www.airtechmechanical.ca,+1-250-542-7255,Vernon,Interior,heat_pumps,unknown,Lennox,"Service area: Vernon, Kelowna, West Kelowna, Kamloops. Lennox authorized dealer; HRAI member; since 2006; 4 BC Interior locations; full-scope: plumbing + HVAC + electrical + geothermal; 24/7; BBB; A-4315 25 Ave Vernon BC V1T 1P5",,FALSE,,,,unknown,0,,FALSE,FALSE,FALSE
